drug_1	drug_2
DB11656	DB00736
DB00295	DB00683
DB00724	DB00544
DB00201	DB01001
DB00947	DB01248
DB01045	DB08899
DB06243	DB00188
DB04865	DB01262
DB06151	DB00907
DB08889	DB05015
DB01075	DB00927
DB00927	DB00819
DB14943	DB12015
DB08889	DB00864
DB00877	DB00331
DB00548	DB00484
DB01137	DB00443
DB00482	DB00105
DB11894	DB01229
DB11823	DB00764
DB11823	DB00935
DB00030	DB01252
DB11973	DB00072
DB08877	DB00530
DB11655	DB01076
DB11655	DB00641
DB00441	DB11794
DB00762	DB11794
DB00515	DB11794
DB00898	DB00281
DB06210	DB00928
DB00497	DB00316
DB00682	DB13136
DB11743	DB01229
DB01268	DB08896
DB09076	DB09082
DB01222	DB01366
DB00393	DB00819
DB06151	DB00003
DB06309	DB08896
DB00825	DB00586
DB00332	DB13139
DB14726	DB01076
DB14726	DB00661
DB00908	DB00950
DB14726	DB00758
DB01294	DB01261
DB08882	DB01294
DB01294	DB01132
DB01294	DB00222
DB00292	DB00818
DB01045	DB11757
DB00296	DB00789
DB00584	DB00575
DB00575	DB00966
DB15113	DB09037
DB08882	DB00316
DB11703	DB00073
DB01591	DB00706
DB00495	DB00709
DB00196	DB00238
DB01225	DB00031
DB01109	DB00031
DB00390	DB01294
DB00503	DB01294
DB08882	DB01045
DB08882	DB01132
DB00945	DB00316
DB00615	DB00238
DB00635	DB00238
DB01060	DB00916
DB00916	DB00417
DB00641	DB00966
DB00814	DB00945
DB00678	DB00641
DB00421	DB00678
DB00331	DB00851
DB00635	DB00741
DB08916	DB14871
DB08885	DB12047
DB01273	DB00457
DB15307	DB01211
DB15307	DB01167
DB01234	DB00921
DB00860	DB00073
DB11824	DB00030
DB01004	DB15074
DB00091	DB16364
DB09236	DB00966
DB11581	DB01262
DB11581	DB00928
DB01294	DB08899
DB00530	DB11763
DB00332	DB01001
DB08865	DB08899
DB08818	DB12768
DB09074	DB11925
DB09074	DB12218
DB00818	DB00652
DB00531	DB06186
DB00297	DB01452
DB12674	DB01101
DB00284	DB01294
DB09512	DB09020
DB01137	DB12479
DB00864	DB00603
DB00864	DB06681
DB06681	DB00603
DB14784	DB00072
DB00373	DB00484
DB00178	DB00966
DB09257	DB00526
DB01201	DB08903
DB01294	DB00683
DB00295	DB08816
DB11074	DB00836
DB00514	DB00281
DB00996	DB00776
DB11595	DB08935
DB12887	DB11595
DB00030	DB08907
DB09279	DB00999
DB12204	DB00758
DB01037	DB00820
DB11991	DB00398
DB00788	DB00945
DB01259	DB08911
DB00722	DB00585
DB01590	DB01254
DB06013	DB00441
DB01181	DB06013
DB08889	DB11648
DB11828	DB05773
DB00178	DB00612
DB00030	DB00104
DB06287	DB06641
DB00682	DB01088
DB00740	DB05266
DB11648	DB01229
DB00002	DB14912
DB01234	DB15455
DB00945	DB06209
DB08907	DB00191
DB01050	DB00899
DB13879	DB13878
DB11991	DB00683
DB01101	DB11763
DB12676	DB00544
DB12434	DB01362
DB00820	DB00706
DB13928	DB00338
DB00338	DB11761
DB01229	DB11714
DB09237	DB00966
DB00515	DB12412
DB00503	DB00945
DB00563	DB01248
DB06317	DB12077
DB06317	DB11754
DB01234	DB00316
DB00333	DB01221
DB00682	DB04847
DB12048	DB01248
DB12483	DB01045
DB12483	DB01167
DB00959	DB00281
DB09143	DB00188
DB05812	DB08899
DB00482	DB01016
DB00997	DB06091
DB01045	DB12001
DB00321	DB01036
DB01248	DB12154
DB01270	DB08885
DB08911	DB11763
DB05220	DB01167
DB12513	DB06186
DB09035	DB12513
DB00928	DB09037
DB00072	DB08875
DB00811	DB00443
DB14681	DB00277
DB12047	DB00997
DB00390	DB06605
DB00335	DB06605
DB00758	DB00966
DB00515	DB00853
DB00921	DB00285
DB08871	DB00441
DB00375	DB08880
DB00571	DB12287
DB00213	DB04863
DB00715	DB00706
DB09053	DB08935
DB09297	DB00811
DB00758	DB04863
DB00316	DB00921
DB05223	DB08877
DB01236	DB01221
DB09053	DB14989
DB08889	DB09053
DB06151	DB00215
DB01104	DB06151
DB11311	DB06605
DB11740	DB01229
DB00490	DB00715
DB12369	DB12015
DB00945	DB00975
DB08916	DB01229
DB01097	DB00563
DB00515	DB11899
DB00388	DB01364
DB13518	DB00736
DB11718	DB12561
DB00296	DB00813
DB06317	DB00480
DB00295	DB00296
DB00398	DB12155
DB00398	DB14866
DB00958	DB00862
DB00222	DB06335
DB11714	DB00928
DB00091	DB06210
DB00724	DB05013
DB05013	DB00544
DB12015	DB00002
DB00762	DB11942
DB09119	DB00555
DB09119	DB00252
DB00582	DB00681
DB09119	DB00564
DB00512	DB01327
DB12108	DB00675
DB11581	DB00987
DB08911	DB00398
DB08935	DB11952
DB09063	DB11730
DB00758	DB06228
DB06228	DB08816
DB15277	DB00198
DB09083	DB01136
DB08889	DB00959
DB00635	DB08889
DB08893	DB01036
DB08893	DB12278
DB08893	DB09262
DB01006	DB00882
DB01042	DB00441
DB11703	DB08935
DB08911	DB01229
DB00441	DB11830
DB15189	DB00928
DB00682	DB06228
DB00619	DB00441
DB14958	DB11595
DB12018	DB00987
DB00853	DB09077
DB09079	DB01229
DB00204	DB00281
DB00204	DB00379
DB00218	DB00343
DB09035	DB01229
DB00230	DB01221
DB00014	DB01006
DB06292	DB01276
DB00112	DB09037
DB00316	DB00465
DB00281	DB00683
DB00284	DB06335
DB00853	DB12155
DB09150	DB09151
DB00530	DB11680
DB00072	DB09037
DB00002	DB09037
DB11736	DB01167
DB11736	DB00343
DB15257	DB00993
DB00361	DB00317
DB00563	DB01611
DB09063	DB01590
DB00457	DB00704
DB00300	DB00630
DB11787	DB00675
DB09035	DB16250
DB01247	DB12551
DB00398	DB14857
DB00531	DB00445
DB01327	DB00281
DB00635	DB09033
DB08907	DB06655
DB06699	DB09074
DB00515	DB00331
DB08868	DB00108
DB00997	DB06043
DB06366	DB05773
DB09035	DB11717
DB00002	DB15266
DB05220	DB15266
DB00762	DB15266
DB01229	DB15266
DB01045	DB00683
DB01167	DB00683
DB09035	DB09053
DB00762	DB09037
DB00441	DB09037
DB00398	DB00451
DB00022	DB00020
DB01590	DB00104
DB00507	DB00581
DB00916	DB00581
DB00448	DB11828
DB06151	DB00470
DB03166	DB01123
DB16250	DB11791
DB01234	DB11942
DB12064	DB01101
DB00031	DB00009
DB01656	DB00277
DB09074	DB04849
DB11843	DB01167
DB14974	DB00198
DB11697	DB00530
DB00112	DB06091
DB11823	DB01211
DB00502	DB00313
DB00570	DB06287
DB00007	DB01006
DB00658	DB11761
DB00489	DB01195
DB00744	DB00945
DB16228	DB09073
DB16228	DB11945
DB12090	DB00002
DB01234	DB01880
DB00996	DB00482
DB01234	DB12155
DB09053	DB12155
DB12155	DB00188
DB00619	DB12155
DB11781	DB01101
DB11793	DB00112
DB00531	DB01030
DB00530	DB12154
DB09053	DB00188
DB09035	DB08911
DB09035	DB08912
DB00802	DB00633
DB00373	DB00905
DB00316	DB00327
DB00105	DB00442
DB01400	DB00572
DB11703	DB09037
DB11717	DB09037
DB11787	DB00853
DB00619	DB08896
DB11655	DB00338
DB00563	DB01394
DB13868	DB09287
DB12483	DB00073
DB00305	DB00019
DB15166	DB01601
DB12614	DB01229
DB00188	DB00688
DB14943	DB08877
DB08877	DB11730
DB08934	DB15652
DB00480	DB08935
DB00997	DB00773
DB00947	DB00928
DB12048	DB00317
DB00296	DB00633
DB00293	DB00762
DB00608	DB00853
DB11648	DB08899
DB01438	DB09241
DB11740	DB05015
DB00515	DB01234
DB00006	DB00945
DB09570	DB00947
DB12780	DB00643
DB00526	DB08896
DB00742	DB09020
DB01248	DB11857
DB06213	DB00853
DB00433	DB01075
DB06812	DB00878
DB00019	DB00455
DB01248	DB14935
DB04871	DB01273
DB09035	DB09063
DB00515	DB06176
DB01259	DB00947
DB06192	DB00441
DB06192	DB00762
DB02546	DB09037
DB13178	DB12907
DB05109	DB09074
DB08911	DB01269
DB11832	DB00928
DB09035	DB01268
DB11828	DB00836
DB00297	DB00465
DB00398	DB12392
DB09053	DB11714
DB01248	DB14781
DB08882	DB09038
DB00493	DB00916
DB00625	DB00300
DB06290	DB08930
DB11666	DB00675
DB00929	DB01006
DB00650	DB00441
DB08896	DB01229
DB01399	DB09422
DB09422	DB01136
DB08935	DB14857
DB09053	DB14857
DB08899	DB12167
DB12325	DB00008
DB08439	DB00482
DB01045	DB05016
DB08908	DB00471
DB00530	DB05578
DB09559	DB12001
DB01229	DB11836
DB00987	DB01609
DB00295	DB09290
DB00563	DB01024
DB00091	DB01024
DB00316	DB00586
DB00316	DB00784
DB01012	DB00630
DB12077	DB00073
DB01076	DB13873
DB01101	DB14993
DB00507	DB01211
DB00398	DB06444
DB09035	DB11911
DB01229	DB12218
DB09035	DB00762
DB09035	DB06287
DB01165	DB01212
DB12411	DB00530
DB11595	DB01229
DB00682	DB12354
DB01364	DB00297
DB00296	DB01236
DB00813	DB01002
DB06448	DB00503
DB00014	DB08899
DB11978	DB01045
DB00175	DB14086
DB14086	DB00641
DB12155	DB14866
DB00338	DB11764
DB00878	DB00316
DB00390	DB09291
DB00795	DB09291
DB08877	DB09054
DB11841	DB09037
DB00947	DB12015
DB01248	DB09037
DB00328	DB01115
DB06674	DB05679
DB00296	DB00575
DB09037	DB00642
DB01229	DB09037
DB06285	DB01012
DB08889	DB00073
DB05578	DB09037
DB09559	DB12167
DB01611	DB00959
DB00658	DB08862
DB08899	DB00644
DB01268	DB12665
DB09073	DB00072
DB06401	DB09073
DB08916	DB11689
DB00390	DB09287
DB09559	DB09037
DB11911	DB08899
DB00571	DB01039
DB00633	DB00497
DB01276	DB00047
DB01221	DB00297
DB14961	DB01167
DB16137	DB12154
DB12974	DB01167
DB15227	DB12121
DB15227	DB09054
DB12108	DB08899
DB06228	DB00302
DB00977	DB04839
DB01050	DB00327
DB01234	DB00531
DB01221	DB00527
DB00635	DB00608
DB00512	DB00916
DB09035	DB12155
DB12155	DB09037
DB06186	DB12155
DB00990	DB00675
DB00904	DB00377
DB11581	DB09053
DB06603	DB00008
DB11595	DB15439
DB14796	DB01262
DB00997	DB00331
DB12018	DB09035
DB00381	DB01609
DB06292	DB04876
DB14961	DB01129
DB00916	DB00438
DB00415	DB00798
DB11754	DB00073
DB00990	DB06334
DB00421	DB00350
DB01229	DB14866
DB01268	DB14866
DB01101	DB14866
DB00997	DB14866
DB09035	DB14866
DB09037	DB14866
DB00565	DB00653
DB00175	DB00188
DB09074	DB11714
DB04849	DB11714
DB00193	DB00264
DB11792	DB04884
DB00682	DB00571
DB01020	DB00669
DB00515	DB00293
DB11771	DB09074
DB01166	DB00669
DB00760	DB01137
DB01137	DB12615
DB00728	DB00599
DB01030	DB11794
DB06534	DB01262
DB12060	DB00958
DB08877	DB14989
DB06626	DB11945
DB11077	DB01327
DB00829	DB00454
DB06366	DB01101
DB00530	DB12141
DB00635	DB09079
DB01002	DB00297
DB00331	DB08862
DB00193	DB01109
DB09035	DB00997
DB09035	DB00531
DB09035	DB00515
DB00708	DB01236
DB06299	DB00442
DB00635	DB01001
DB00292	DB01236
DB14775	DB01045
DB11793	DB08899
DB09078	DB09037
DB00296	DB09085
DB09330	DB11836
DB11627	DB00442
DB11627	DB14126
DB11943	DB00683
DB06802	DB00586
DB00539	DB00331
DB00818	DB00281
DB01236	DB00297
DB00515	DB16354
DB00697	DB00586
DB11595	DB00928
DB00602	DB00518
DB08865	DB11967
DB01234	DB06206
DB00608	DB00205
DB01270	DB06273
DB08865	DB09037
DB06176	DB09037
DB00296	DB01002
DB00264	DB01115
DB01073	DB09053
DB00653	DB00297
DB05578	DB01229
DB00958	DB00369
DB00515	DB16252
DB01234	DB12050
DB09035	DB12060
DB08930	DB04835
DB00112	DB11363
DB00907	DB01579
DB00633	DB01364
DB08899	DB12218
DB00700	DB01012
DB00594	DB01012
DB00438	DB00684
DB15031	DB00343
DB08930	DB00709
DB08934	DB11735
DB00947	DB05294
DB11942	DB00398
DB09031	DB00806
DB11697	DB01262
DB08899	DB06803
DB11074	DB11058
DB09035	DB12077
DB13126	DB00927
DB12483	DB09037
DB06328	DB00642
DB06626	DB11142
DB00515	DB12015
DB12836	DB00441
DB01294	DB09054
DB00575	DB00281
DB00497	DB01221
DB00381	DB00882
DB12325	DB00987
DB11689	DB11714
DB11925	DB11714
DB01050	DB01003
DB00030	DB00047
DB01393	DB04115
DB01591	DB00843
DB05220	DB14935
DB01229	DB14935
DB00471	DB00950
DB06282	DB00471
DB00633	DB00708
DB01060	DB00736
DB00254	DB00736
DB01166	DB00758
DB15113	DB11945
DB00296	DB00281
DB08899	DB11730
DB00515	DB12008
DB00002	DB12008
DB06228	DB00945
DB11182	DB09037
DB00820	DB08932
DB11717	DB12154
DB00398	DB00073
DB00388	DB00325
DB00590	DB01115
DB11698	DB01261
DB09061	DB00349
DB00331	DB09102
DB15262	DB00650
DB01156	DB11823
DB11823	DB00683
DB12121	DB00541
DB15035	DB08935
DB12130	DB01129
DB00295	DB00899
DB05578	DB11714
DB12826	DB00853
DB00480	DB09077
DB09035	DB00530
DB09035	DB08865
DB01098	DB00695
DB09123	DB00882
DB00296	DB00959
DB11817	DB00620
DB00008	DB01101
DB01076	DB06817
DB12293	DB09288
DB08867	DB00367
DB12687	DB00300
DB11907	DB08911
DB00531	DB01006
DB00997	DB00380
DB12130	DB11945
DB08865	DB11945
DB11616	DB00526
DB00515	DB09037
DB01101	DB09037
DB00668	DB00443
DB05123	DB00641
DB01076	DB05123
DB11782	DB09037
DB00565	DB00818
DB00530	DB00317
DB01234	DB01002
DB00740	DB11526
DB13145	DB00544
DB08875	DB09078
DB08877	DB08828
DB14974	DB08860
DB00235	DB00203
DB01248	DB14765
DB08871	DB00762
DB06213	DB00789
DB08885	DB16024
DB09290	DB00673
DB00710	DB00630
DB09053	DB09037
DB09053	DB00002
DB01248	DB09053
DB01590	DB09053
DB09053	DB01229
DB01229	DB11730
DB09035	DB11754
DB11754	DB00928
DB00339	DB00482
DB01045	DB00482
DB00297	DB00327
DB01128	DB09073
DB12872	DB00302
DB12489	DB00958
DB12489	DB09037
DB00112	DB12489
DB09029	DB00683
DB08882	DB01067
DB14892	DB16322
DB11918	DB06186
DB01234	DB00807
DB12674	DB00762
DB01098	DB15307
DB00331	DB15307
DB09035	DB06317
DB01085	DB00807
DB08877	DB00188
DB00602	DB00484
DB08910	DB11714
DB11740	DB11714
DB00727	DB15456
DB01137	DB00860
DB09079	DB01006
DB11836	DB01006
DB00537	DB01220
DB12580	DB00683
DB00175	DB12253
DB00390	DB01195
DB00390	DB00489
DB12325	DB00073
DB12325	DB08935
DB08916	DB00530
DB00448	DB14935
DB00318	DB00316
DB00635	DB00250
DB00930	DB00575
DB00526	DB00323
DB00965	DB00445
DB11907	DB11595
DB12376	DB01229
DB01294	DB01262
DB15305	DB01167
DB01076	DB05990
DB01638	DB00709
DB11569	DB00563
DB11569	DB01677
DB00030	DB00040
DB00899	DB00683
DB09035	DB16296
DB00338	DB09053
DB09126	DB00882
DB00795	DB00482
DB08871	DB09078
DB00331	DB08899
DB11581	DB11952
DB00248	DB00882
DB00788	DB00829
DB00728	DB01221
DB12154	DB09037
DB09037	DB14867
DB00653	DB00107
DB01390	DB00281
DB08828	DB04951
DB09035	DB00313
DB00072	DB11714
DB01234	DB16153
DB01276	DB00377
DB00531	DB14865
DB01050	DB00813
DB08896	DB00790
DB01254	DB04216
DB01072	DB00709
DB00813	DB00465
DB12380	DB01129
DB05773	DB11730
DB00072	DB11730
DB09035	DB14986
DB11936	DB01076
DB06590	DB00080
DB14961	DB01045
DB06228	DB06605
DB00112	DB14958
DB14958	DB12317
DB11713	DB15206
DB09035	DB00853
DB00230	DB00818
DB12874	DB01177
DB01050	DB00294
DB00728	DB00653
DB12325	DB11581
DB05239	DB11581
DB00331	DB00398
DB00388	DB01064
DB00586	DB00855
DB16150	DB09037
DB01181	DB06043
DB00295	DB01002
DB00684	DB00207
DB12001	DB00836
DB14568	DB00928
DB13874	DB00928
DB11697	DB09053
DB05578	DB01101
DB00822	DB01206
DB00715	DB04948
DB00032	DB06825
DB00813	DB00454
DB00441	DB01262
DB00213	DB00945
DB00284	DB01276
DB06151	DB00860
DB00531	DB00073
DB00575	DB01002
DB11569	DB00051
DB00112	DB13069
DB01229	DB00019
DB01018	DB00999
DB01129	DB14785
DB01167	DB01575
DB00339	DB00437
DB06774	DB00586
DB00668	DB00388
DB01137	DB01045
DB00571	DB00107
DB01097	DB00860
DB00482	DB00316
DB01017	DB00482
DB00193	DB00297
DB08911	DB11730
DB06719	DB09126
DB00020	DB09037
DB02709	DB00678
DB00530	DB14765
DB04794	DB03904
DB12483	DB00072
DB11884	DB00928
DB04951	DB06151
DB11841	DB11595
DB01221	DB00555
DB01234	DB13017
DB04861	DB00999
DB00203	DB00882
DB00310	DB00999
DB00695	DB00742
DB00495	DB00238
DB00333	DB12301
DB00334	DB00734
DB08877	DB14867
DB12734	DB09037
DB09035	DB15266
DB09035	DB12520
DB01273	DB06151
DB08871	DB14846
DB11836	DB14935
DB11672	DB00544
DB00697	DB00297
DB00825	DB00742
DB00196	DB15245
DB00826	DB00582
DB00877	DB08885
DB00773	DB14765
DB11911	DB11714
DB15362	DB12015
DB04933	DB05676
DB00318	DB09049
DB15773	DB06186
DB09035	DB15773
DB01234	DB00482
DB00297	DB00497
DB08877	DB00008
DB09053	DB15211
DB06186	DB09037
DB00450	DB00443
DB09052	DB01254
DB00526	DB06423
DB05578	DB12381
DB00635	DB00588
DB00398	DB00945
DB01076	DB12914
DB06151	DB01118
DB00363	DB00331
DB12141	DB00928
DB11925	DB00073
DB04854	DB00437
DB00297	DB00586
DB00290	DB00683
DB06643	DB00399
DB00759	DB00207
DB11656	DB00448
DB11666	DB09053
DB00708	DB00818
DB06176	DB12062
DB01137	DB00945
DB01294	DB09053
DB02325	DB00904
DB11708	DB00331
DB09053	DB12154
DB11591	DB00471
DB15044	DB06769
DB14939	DB01280
DB14986	DB00927
DB09035	DB00002
DB01206	DB15265
DB00177	DB01611
DB01234	DB00544
DB01217	DB01101
DB00361	DB14765
DB00531	DB09037
DB16370	DB00843
DB00788	DB00281
DB11362	DB01241
DB11362	DB01045
DB11901	DB00007
DB09035	DB15232
DB00264	DB00661
DB01234	DB12101
DB00537	DB00773
DB01265	DB00300
DB06151	DB00882
DB00032	DB01006
DB01234	DB00635
DB00112	DB01294
DB00758	DB00031
DB11714	DB12978
DB01119	DB06663
DB00682	DB14849
DB00682	DB00198
DB09079	DB01101
DB11925	DB09053
DB06626	DB06616
DB04896	DB01221
DB00188	DB11952
DB06176	DB11952
DB12050	DB12167
DB12050	DB12001
DB12550	DB12050
DB00531	DB11717
DB05229	DB00945
DB00218	DB00512
DB00512	DB00438
DB12376	DB09053
DB12376	DB09054
DB00213	DB09275
DB00834	DB01229
DB09559	DB09330
DB09330	DB05578
DB01098	DB00381
DB01137	DB01112
DB00698	DB01112
DB11362	DB00683
DB16409	DB09037
DB11595	DB16409
DB14922	DB15035
DB05578	DB06791
DB01206	DB06243
DB06703	DB09341
DB14644	DB00959
DB00829	DB00281
DB08896	DB00736
DB00112	DB11714
DB00203	DB09079
DB00388	DB01002
DB00388	DB00297
DB00361	DB01006
DB09330	DB00112
DB00877	DB04876
DB12130	DB01045
DB00302	DB00929
DB11830	DB11714
DB11697	DB00218
DB00668	DB09009
DB09331	DB11714
DB14892	DB14928
DB15773	DB01167
DB00196	DB11995
DB11995	DB01045
DB11995	DB01167
DB01590	DB09078
DB05220	DB11836
DB09074	DB00762
DB06151	DB01001
DB00112	DB00742
DB12048	DB11714
DB00297	DB00750
DB12101	DB01167
DB12101	DB01045
DB00899	DB00281
DB12483	DB00002
DB01039	DB01586
DB05501	DB09037
DB00317	DB14765
DB08871	DB13005
DB13005	DB01229
DB14939	DB09037
DB00034	DB00008
DB08901	DB00928
DB00296	DB00465
DB15357	DB00209
DB08930	DB00300
DB00727	DB00281
DB09038	DB09462
DB08899	DB12740
DB00112	DB09079
DB11760	DB00853
DB12130	DB01167
DB00531	DB05258
DB12484	DB01262
DB00112	DB00570
DB00980	DB12153
DB00053	DB14966
DB00515	DB11641
DB11823	DB01045
DB11581	DB11595
DB00030	DB11698
DB00959	DB01233
DB09074	DB11595
DB00193	DB01002
DB01294	DB00176
DB00860	DB14916
DB09038	DB09198
DB00520	DB15245
DB09079	DB09037
DB00388	DB12661
DB01229	DB13145
DB09035	DB14857
DB09035	DB08937
DB11787	DB12008
DB01190	DB00257
DB01101	DB15232
DB09035	DB12296
DB00813	DB01161
DB00441	DB14765
DB01050	DB00186
DB00996	DB00465
DB08889	DB14989
DB01294	DB00051
DB11595	DB01101
DB09035	DB00112
DB00563	DB08816
DB05015	DB12062
DB00594	DB00999
DB00910	DB00016
DB00864	DB00188
DB11581	DB08935
DB00051	DB09033
DB12131	DB00945
DB11760	DB01262
DB00295	DB00327
DB06151	DB08826
DB00331	DB12001
DB12001	DB01362
DB01050	DB00328
DB01104	DB00987
DB06198	DB09150
DB11918	DB11595
DB00809	DB00807
DB00958	DB09073
DB00515	DB09073
DB13104	DB11714
DB14003	DB00806
DB00281	DB00465
DB11762	DB00853
DB15286	DB09037
DB09299	DB00879
DB00747	DB00316
DB01076	DB08816
DB08896	DB01101
DB00698	DB00567
DB00191	DB06655
DB00443	DB00860
DB06605	DB01211
DB11760	DB11945
DB01234	DB00773
DB08877	DB09053
DB09078	DB01101
DB11841	DB11945
DB09330	DB12154
DB00747	DB16370
DB00499	DB08899
DB13295	DB00281
DB00331	DB11950
DB09035	DB15262
DB00296	DB00807
DB00807	DB00297
DB00758	DB00063
DB01268	DB00853
DB00633	DB00899
DB08899	DB01229
DB14872	DB15874
DB00112	DB00317
DB00853	DB00563
DB00328	DB08899
DB00682	DB01418
DB01050	DB01085
DB01393	DB01586
DB09150	DB06602
DB00060	DB01204
DB00002	DB11945
DB14776	DB14765
DB01217	DB09073
DB00203	DB04951
DB12147	DB01234
DB00930	DB06777
DB15302	DB09037
DB00806	DB09033
DB08820	DB11712
DB00073	DB16225
DB11945	DB00928
DB00002	DB16225
DB00864	DB09033
DB09330	DB01254
DB00928	DB01262
DB09035	DB11830
DB15036	DB09035
DB09035	DB06302
DB00635	DB05679
DB08907	DB00222
DB08907	DB01261
DB15019	DB00338
DB15773	DB01045
DB00904	DB01233
DB00635	DB09053
DB00482	DB00398
DB01030	DB09037
DB00480	DB09037
DB01050	DB00852
DB14865	DB09037
DB01234	DB00331
DB01098	DB00966
DB00334	DB00377
DB00807	DB00316
DB01050	DB00924
DB01276	DB00184
DB11679	DB00317
DB00853	DB11828
DB01030	DB14765
DB01223	DB00695
DB01590	DB11730
DB14892	DB00398
DB00675	DB11836
DB09035	DB14865
DB05136	DB00398
DB00073	DB00688
DB09291	DB00904
DB00480	DB11581
DB09570	DB00958
DB13943	DB00531
DB09037	DB01262
DB11918	DB09037
DB09132	DB00997
DB00331	DB01586
DB11936	DB00973
DB00196	DB01104
DB08871	DB01045
DB01234	DB01115
DB00678	DB00806
DB11901	DB00644
DB00853	DB00819
DB01060	DB01211
DB00996	DB00313
DB15187	DB01262
DB12577	DB01590
DB00712	DB01209
DB11595	DB08899
DB12290	DB11348
DB09110	DB00531
DB01073	DB14242
DB15031	DB00683
DB00331	DB11836
DB00853	DB09037
DB11714	DB01262
DB02300	DB00443
DB00502	DB00477
DB00997	DB00851
DB06616	DB00642
DB11595	DB09331
DB06688	DB11595
DB09073	DB00002
DB09074	DB09037
DB09035	DB13017
DB00993	DB15100
DB00762	DB14765
DB00207	DB00518
DB00760	DB00601
DB14879	DB00601
DB01064	DB00640
DB01268	DB11945
DB01611	DB00398
DB00193	DB00740
DB09048	DB00377
DB06176	DB09274
DB12205	DB01254
DB00994	DB00916
DB00997	DB11942
DB06772	DB01211
DB01248	DB01211
DB13126	DB01098
DB00421	DB01394
DB00220	DB11595
DB08871	DB09037
DB00813	DB01221
DB12483	DB00441
DB00296	DB00443
DB00190	DB01235
DB00997	DB09037
DB09074	DB12008
DB15232	DB01229
DB00997	DB14786
DB12687	DB09274
DB09287	DB09049
DB09303	DB14901
DB01212	DB00104
DB00260	DB00687
DB00813	DB00316
DB06703	DB00640
DB09073	DB11896
DB11828	DB09073
DB08911	DB11828
DB01590	DB11828
DB00181	DB12930
DB16322	DB00928
DB14892	DB01262
DB16322	DB01262
DB00181	DB01050
DB01050	DB00697
DB00660	DB01050
DB08877	DB01041
DB06699	DB01248
DB00317	DB00331
DB00331	DB00586
DB11672	DB01229
DB00492	DB00175
DB05109	DB11945
DB06292	DB01098
DB15637	DB14765
DB00669	DB11732
DB11760	DB01167
DB11760	DB01045
DB11901	DB06699
DB14892	DB08896
DB01611	DB01167
DB05944	DB01101
DB01294	DB01045
DB00293	DB01229
DB00091	DB06605
DB00864	DB06605
DB09063	DB08911
DB01137	DB01212
DB08382	DB00331
DB06292	DB01016
DB00951	DB00333
DB01128	DB11730
DB01263	DB15245
DB00213	DB15245
DB11942	DB01248
DB06186	DB06091
DB00066	DB00032
DB01416	DB00207
DB14871	DB12001
DB00877	DB00531
DB00818	DB01189
DB09035	DB04964
DB00325	DB01221
DB08819	DB11105
DB00297	DB00871
DB00571	DB00997
DB14566	DB14329
DB01076	DB00959
DB14892	DB12085
DB00390	DB01262
DB01101	DB14765
DB01234	DB09052
DB00254	DB01327
DB09035	DB11595
DB00190	DB06262
DB00254	DB00724
DB14778	DB00399
DB00996	DB00426
DB09330	DB00317
DB14781	DB09037
DB13022	DB12381
DB06043	DB09037
DB00331	DB04835
DB09031	DB01421
DB01421	DB05630
DB11978	DB01129
DB00747	DB01175
DB09073	DB00398
DB12147	DB00196
DB12147	DB01167
DB09035	DB11800
DB01032	DB12978
DB15140	DB09037
DB00388	DB00809
DB05136	DB00853
DB00762	DB05578
DB01128	DB00644
DB15310	DB08910
DB08877	DB12154
DB01050	DB06774
DB00958	DB11595
DB08911	DB09037
DB08875	DB09037
DB00615	DB11751
DB01220	DB00641
DB14769	DB00853
DB00708	DB00904
DB11793	DB01590
DB14939	DB11595
DB11967	DB12978
DB00005	DB06803
DB06176	DB11714
DB06643	DB09035
DB09074	DB11689
DB01590	DB15232
DB00829	DB00683
DB12638	DB01229
DB09073	DB11967
DB01050	DB09214
DB00988	DB00633
DB11595	DB08875
DB09110	DB00086
DB09035	DB06626
DB06228	DB15199
DB11901	DB05812
DB01053	DB00798
DB09035	DB06322
DB00297	DB00683
DB01220	DB00993
DB11841	DB00683
DB00916	DB00567
DB00877	DB00860
DB14765	DB00642
DB00853	DB05773
DB09303	DB11936
DB11595	DB16092
DB11595	DB14912
DB01254	DB00619
DB12820	DB09109
DB01045	DB08930
DB00281	DB00586
DB00653	DB00586
DB11945	DB08875
DB08871	DB11595
DB05239	DB11363
DB00853	DB09256
DB00813	DB00497
DB00709	DB06817
DB06595	DB00987
DB00635	DB14845
DB14765	DB00544
DB00198	DB00343
DB00480	DB11714
DB01045	DB01077
DB00003	DB00009
DB01234	DB16399
DB00388	DB00368
DB06151	DB00898
DB00877	DB11717
DB01129	DB09073
DB11793	DB16186
DB00554	DB00316
DB08877	DB12340
DB01050	DB00945
DB00834	DB09037
DB12018	DB09053
DB09020	DB09300
DB15323	DB06203
DB00682	DB06605
DB00186	DB00313
DB11815	DB09037
DB16388	DB11714
DB12056	DB09037
DB06813	DB09037
DB00947	DB11857
DB00024	DB08911
DB01098	DB15059
DB00853	DB14009
DB16225	DB00928
DB00297	DB00368
DB14776	DB01262
DB01234	DB01262
DB16150	DB11945
DB00877	DB02709
DB04871	DB14009
DB00682	DB06695
DB00904	DB00921
DB00193	DB04817
DB09054	DB09037
DB15219	DB11945
DB09035	DB00928
DB09035	DB01042
DB00834	DB01167
DB01190	DB01327
DB12513	DB01167
