db_id	atc_code	level_4	level_4_name	level_3	level_3_name	level_2	level_2_name	level_1	level_1_name
DB01328	J01DC06	J01DC	Second-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01329	J01DD12	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01329	J01DD62	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01330	J01DC05	J01DC	Second-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01331	J01DC01	J01DC	Second-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01332	J01DD07	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01333	J01DB09	J01DB	First-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01337	M03AC01	M03AC	Other quaternary ammonium compounds	M03A	Muscle relaxants, peripherally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB01338	M03AC06	M03AC	Other quaternary ammonium compounds	M03A	Muscle relaxants, peripherally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB01339	M03AC03	M03AC	Other quaternary ammonium compounds	M03A	Muscle relaxants, peripherally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB01340	C09BA08	C09BA	Ace inhibitors, diuretics	C09B	Ace inhibitors, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB01340	C09AA08	C09AA	Ace inhibitors, plain	C09A	Ace inhibitors, plain	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB01344	V03AE01	V03AE	Drugs for treatment of hyperkalemia, hyperphosphatemia	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB01345	C03AB02	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03BB07	C03BB	Sulfonamides, potassium in combination	C03B	Low-ceiling diuretics, excl. thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03AB04	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03AB03	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03CB02	C03CB	Sulfonamides, potassium in combination	C03C	High-ceiling diuretics	C03	Diuretics	C	Cardiovascular system
DB01345	C03AB06	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03AB07	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	B05XA17	B05XA	Electrolyte solutions	B05X	I.v. solution additives	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB01345	C03BB03	C03BB	Sulfonamides, potassium in combination	C03B	Low-ceiling diuretics, excl. thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03BB04	C03BB	Sulfonamides, potassium in combination	C03B	Low-ceiling diuretics, excl. thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03AB01	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03CB01	C03CB	Sulfonamides, potassium in combination	C03C	High-ceiling diuretics	C03	Diuretics	C	Cardiovascular system
DB01345	C03AB05	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03AB08	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03BB02	C03BB	Sulfonamides, potassium in combination	C03B	Low-ceiling diuretics, excl. thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03BB05	C03BB	Sulfonamides, potassium in combination	C03B	Low-ceiling diuretics, excl. thiazides	C03	Diuretics	C	Cardiovascular system
DB01345	C03AB09	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB01348	C09AA11	C09AA	Ace inhibitors, plain	C09A	Ace inhibitors, plain	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB01349	C09CA05	C09CA	Angiotensin ii antagonists, plain	C09C	Angiotensin ii antagonists, plain	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB01351	N05CA02	N05CA	Barbiturates, plain	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01351	N05CB01	N05CB	Barbiturates, combinations	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01352	N05CA05	N05CA	Barbiturates, plain	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01353	N05CA03	N05CA	Barbiturates, plain	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01354	N05CA11	N05CA	Barbiturates, plain	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01355	N01AF02	N01AF	Barbiturates, plain	N01A	Anesthetics, general	N01	Anesthetics	N	Nervous system
DB01355	N05CA16	N05CA	Barbiturates, plain	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01355	N05CB01	N05CB	Barbiturates, combinations	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01356	D11AX04	D11AX	Other dermatologicals	D11A	Other dermatological preparations	D11	Other dermatological preparations	D	Dermatologicals
DB01356	N05AN01	N05AN	Lithium	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01359	C07CA23	C07CA	Beta blocking agents, non-selective,, other diuretics	C07C	Beta blocking agents, other diuretics	C07	Beta blocking agents	C	Cardiovascular system
DB01359	C07AA23	C07AA	Beta blocking agents, non-selective	C07A	Beta blocking agents	C07	Beta blocking agents	C	Cardiovascular system
DB01362	V08AB02	V08AB	Watersoluble, nephrotropic, low osmolar x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB01364	R01AA03	R01AA	Sympathomimetics, plain	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB01364	C01CA26	C01CA	Adrenergic, dopaminergic agents	C01C	Cardiac stimulants excl. cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB01364	R01AB05	R01AB	Sympathomimetics, combinations excl. corticosteroids	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB01364	R03CA02	R03CA	Alpha-, beta-adrenoreceptor agonists	R03C	Adrenergics for systemic use	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01364	A08AA56	A08AA	Centrally acting antiobesity products	A08A	Antiobesity preparations, excl. diet products	A08	Antiobesity preparations, excl. diet products	A	Alimentary tract, metabolism
DB01364	S01FB02	S01FB	Sympathomimetics excl. antiglaucoma preparations	S01F	Mydriatics, cycloplegics	S01	Ophthalmologicals	S	Sensory organs
DB01365	C01CA11	C01CA	Adrenergic, dopaminergic agents	C01C	Cardiac stimulants excl. cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB01366	R03AC16	R03AC	Selective beta-2-adrenoreceptor agonists	R03A	Adrenergics, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01366	R03CC08	R03CC	Selective beta-2-adrenoreceptor agonists	R03C	Adrenergics for systemic use	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01367	N04BD02	N04BD	Monoamine oxidase b inhibitors	N04B	Dopaminergic agents	N04	Anti-parkinson drugs	N	Nervous system
DB01370	A02AB03	A02AB	Aluminium compounds	A02A	Antacids	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB01373	M05BB08	M05BB	Bisphosphonates, combinations	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB01373	M05BB02	M05BB	Bisphosphonates, combinations	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB01373	A11GB01	A11GB	Ascorbic acid (vitamin c), combinations	A11G	Ascorbic acid (vitamin c), incl. combinations	A11	Vitamins	A	Alimentary tract, metabolism
DB01373	M05BB04	M05BB	Bisphosphonates, combinations	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB01373	M05BB05	M05BB	Bisphosphonates, combinations	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB01373	A11AA02	A11AA	Multivitamins with minerals	A11A	Multivitamins, combinations	A11	Vitamins	A	Alimentary tract, metabolism
DB01373	M05BB01	M05BB	Bisphosphonates, combinations	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB01377	A12CC10	A12CC	Magnesium	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB01377	A06AD02	A06AD	Osmotically acting laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB01377	A02AA02	A02AA	Magnesium compounds	A02A	Antacids	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB01378	A12CC07	A12CC	Magnesium	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB01378	A12CC06	A12CC	Magnesium	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB01380	H02AB10	H02AB	Glucocorticoids	H02A	Corticosteroids for systemic use, plain	H02	Corticosteroids for systemic use	H	Systemic hormonal preparations, excl. sex hormones, insulins
DB01380	S01BA03	S01BA	Corticosteroids, plain	S01B	Antiinflammatory agents	S01	Ophthalmologicals	S	Sensory organs
DB01381	N06DX02	N06DX	Other anti-dementia drugs	N06D	Anti-dementia drugs	N06	Psychoanaleptics	N	Nervous system
DB01381	N06DA53	N06DA	Anticholinesterases	N06D	Anti-dementia drugs	N06	Psychoanaleptics	N	Nervous system
DB01382	A10BC01	A10BC	Sulfonamides (heterocyclic)	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB01384	H02AB05	H02AB	Glucocorticoids	H02A	Corticosteroids for systemic use, plain	H02	Corticosteroids for systemic use	H	Systemic hormonal preparations, excl. sex hormones, insulins
DB01388	C08CX01	C08CX	Other selective calcium channel blockers with mainly vascular effects	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB01390	B05XA02	B05XA	Electrolyte solutions	B05X	I.v. solution additives	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB01390	B05CB04	B05CB	Salt solutions	B05C	Irrigating solutions	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB01392	G04BE04	G04BE	Drugs used in erectile dysfunction	G04B	Urologicals	G04	Urologicals	G	Genito urinary system, sex hormones
DB01393	C10AB02	C10AB	Fibrates	C10A	Lipid modifying agents, plain	C10	Lipid modifying agents	C	Cardiovascular system
DB01394	M04AC01	M04AC	Preparations with no effect on uric acid metabolism	M04A	Antigout preparations	M04	Antigout preparations	M	Musculo-skeletal system
DB01395	G03FA17	G03FA	Progestogens, estrogens, fixed combinations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB01395	G03AC10	G03AC	Progestogens	G03A	Hormonal contraceptives for systemic use	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB01395	G03AA12	G03AA	Progestogens, estrogens, fixed combinations	G03A	Hormonal contraceptives for systemic use	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB01396	C01AA04	C01AA	Digitalis glycosides	C01A	Cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB01399	N02BA06	N02BA	Salicylic acid, derivatives	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB01400	N07AA51	N07AA	Anticholinesterases	N07A	Parasympathomimetics	N07	Other nervous system drugs	N	Nervous system
DB01400	S01EB06	S01EB	Parasympathomimetics	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB01400	N07AA01	N07AA	Anticholinesterases	N07A	Parasympathomimetics	N07	Other nervous system drugs	N	Nervous system
DB01403	N05AA02	N05AA	Phenothiazines with aliphatic side-chain	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01405	J01MA05	J01MA	Fluoroquinolones	J01M	Quinolone antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01406	G03XA01	G03XA	Antigonadotropins, similar agents	G03X	Other sex hormones, modulators of the genital system	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB01407	R03CC13	R03CC	Selective beta-2-adrenoreceptor agonists	R03C	Adrenergics for systemic use	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01407	R03AC14	R03AC	Selective beta-2-adrenoreceptor agonists	R03A	Adrenergics, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01408	R03CC12	R03CC	Selective beta-2-adrenoreceptor agonists	R03C	Adrenergics for systemic use	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01409	R03AL06	R03AL	Adrenergics in combination with anticholinergics	R03A	Adrenergics, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01409	R03BB04	R03BB	Anticholinergics	R03B	Other drugs for obstructive airway diseases, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01409	R03BB54	R03BB	Anticholinergics	R03B	Other drugs for obstructive airway diseases, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01410	R03BA08	R03BA	Glucocorticoids	R03B	Other drugs for obstructive airway diseases, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01410	R01AD13	R01AD	Corticosteroids	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB01411	R03DC02	R03DC	Leukotriene receptor antagonists	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01412	R03DA20	R03DA	Xanthines	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01412	R03DA07	R03DA	Xanthines	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01412	R03DA57	R03DA	Xanthines	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01412	C03BD01	C03BD	Xanthine derivatives	C03B	Low-ceiling diuretics, excl. thiazides	C03	Diuretics	C	Cardiovascular system
DB01413	J01RA06	J01RA	Combinations of antibacterials	J01R	Combinations of antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01413	J01DE01	J01DE	Fourth-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01414	J01DB10	J01DB	First-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01415	J01DD14	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01416	J01DD13	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01418	B01AA07	B01AA	Vitamin k antagonists	B01A	Antithrombotic agents	B01	Antithrombotic agents	B	Blood, blood forming organs
DB01421	A07AA06	A07AA	Antibiotics	A07A	Intestinal antiinfectives	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB01422	J01XX07	J01XX	Other antibacterials	J01X	Other antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01423	R05CB11	R05CB	Mucolytics	R05C	Expectorants, excl. combinations with cough suppressants	R05	Cough, cold preparations	R	Respiratory system
DB01424	N02BB53	N02BB	Pyrazolones	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB01424	N02BB03	N02BB	Pyrazolones	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB01424	N02BB73	N02BB	Pyrazolones	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB01425	A03FA05	A03FA	Propulsives	A03F	Propulsives	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB01426	C01BA05	C01BA	Antiarrhythmics, class ia	C01B	Antiarrhythmics, class i, iii	C01	Cardiac therapy	C	Cardiovascular system
DB01427	C01CE01	C01CE	Phosphodiesterase inhibitors	C01C	Cardiac stimulants excl. cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB01429	C01BB04	C01BB	Antiarrhythmics, class ib	C01B	Antiarrhythmics, class i, iii	C01	Cardiac therapy	C	Cardiovascular system
DB01430	R07AB07	R07AB	Respiratory stimulants	R07A	Other respiratory system products	R07	Other respiratory system products	R	Respiratory system
DB01431	G03DC01	G03DC	Estren derivatives	G03D	Progestogens	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB01432	C10AC01	C10AC	Bile acid sequestrants	C10A	Lipid modifying agents, plain	C10	Lipid modifying agents	C	Cardiovascular system
DB01435	N02BB51	N02BB	Pyrazolones	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB01435	N02BB01	N02BB	Pyrazolones	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB01435	N02BB71	N02BB	Pyrazolones	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB01435	S02DA03	S02DA	Analgesics, anesthetics	S02D	Other otologicals	S02	Otologicals	S	Sensory organs
DB01436	A11CC03	A11CC	Vitamin d, analogues	A11C	Vitamin a, d, incl. combinations of the two	A11	Vitamins	A	Alimentary tract, metabolism
DB01436	M05BB06	M05BB	Bisphosphonates, combinations	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB01437	N05CE01	N05CE	Piperidinedione derivatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01438	G04BX06	G04BX	Other urologicals	G04B	Urologicals	G04	Urologicals	G	Genito urinary system, sex hormones
DB01452	N07BC06	N07BC	Drugs used in opioid dependence	N07B	Drugs used in addictive disorders	N07	Other nervous system drugs	N	Nervous system
DB01459	N02AC05	N02AC	Diphenylpropylamine derivatives	N02A	Opioids	N02	Analgesics	N	Nervous system
DB01463	N06BA06	N06BA	Centrally acting sympathomimetics	N06B	Psychostimulants, agents used for adhd, nootropics	N06	Psychoanaleptics	N	Nervous system
DB01466	R05DA01	R05DA	Opium alkaloids, derivatives	R05D	Cough suppressants, excl. combinations with expectorants	R05	Cough, cold preparations	R	Respiratory system
DB01466	S01XA06	S01XA	Other ophthalmologicals	S01X	Other ophthalmologicals	S01	Ophthalmologicals	S	Sensory organs
DB01482	N06BA10	N06BA	Centrally acting sympathomimetics	N06B	Psychostimulants, agents used for adhd, nootropics	N06	Psychoanaleptics	N	Nervous system
DB01482	R03DA20	R03DA	Xanthines	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01483	N05CA04	N05CA	Barbiturates, plain	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01486	A08AA07	A08AA	Centrally acting antiobesity products	A08A	Antiobesity preparations, excl. diet products	A08	Antiobesity preparations, excl. diet products	A	Alimentary tract, metabolism
DB01489	N05BA15	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB01493	A14AB02	A14AB	Estren derivatives	A14A	Anabolic steroids	A14	Anabolic agents for systemic use	A	Alimentary tract, metabolism
DB01495	N05CC04	N05CC	Aldehydes, derivatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01501	A07DA04	A07DA	Antipropulsives	A07D	Antipropulsives	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB01529	N02AC01	N02AC	Diphenylpropylamine derivatives	N02A	Opioids	N02	Analgesics	N	Nervous system
DB01538	R05DA12	R05DA	Opium alkaloids, derivatives	R05D	Cough suppressants, excl. combinations with expectorants	R05	Cough, cold preparations	R	Respiratory system
DB01544	N05CD03	N05CD	Benzodiazepine derivatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01545	N05BA18	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB01551	N02AA58	N02AA	Natural opium alkaloids	N02A	Opioids	N02	Analgesics	N	Nervous system
DB01551	N02AA08	N02AA	Natural opium alkaloids	N02A	Opioids	N02	Analgesics	N	Nervous system
DB01553	N05BA22	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB01558	N05BA08	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB01559	N05BA21	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB01563	N05CC01	N05CC	Aldehydes, derivatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01567	N05BA17	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB01574	A07BC54	A07BC	Other intestinal adsorbents	A07B	Intestinal adsorbents	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB01574	A07BC04	A07BC	Other intestinal adsorbents	A07B	Intestinal adsorbents	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB01575	A07BC02	A07BC	Other intestinal adsorbents	A07B	Intestinal adsorbents	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB01576	N06BA02	N06BA	Centrally acting sympathomimetics	N06B	Psychostimulants, agents used for adhd, nootropics	N06	Psychoanaleptics	N	Nervous system
DB01577	N06BA03	N06BA	Centrally acting sympathomimetics	N06B	Psychostimulants, agents used for adhd, nootropics	N06	Psychoanaleptics	N	Nervous system
DB01578	V08AB01	V08AB	Watersoluble, nephrotropic, low osmolar x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB01580	C07CA02	C07CA	Beta blocking agents, non-selective,, other diuretics	C07C	Beta blocking agents, other diuretics	C07	Beta blocking agents	C	Cardiovascular system
DB01580	C07BA02	C07BA	Beta blocking agents, non-selective,, thiazides	C07B	Beta blocking agents, thiazides	C07	Beta blocking agents	C	Cardiovascular system
DB01580	C07AA02	C07AA	Beta blocking agents, non-selective	C07A	Beta blocking agents	C07	Beta blocking agents	C	Cardiovascular system
DB01581	J01EE07	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01581	D06BA06	D06BA	Sulfonamides	D06B	Chemotherapeutics for topical use	D06	Antibiotics, chemotherapeutics for dermatological use	D	Dermatologicals
DB01581	G01AE10	G01AE	Sulfonamides	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB01581	J01ED07	J01ED	Long-acting sulfonamides	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01582	J01EE05	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01582	J01EB03	J01EB	Short-acting sulfonamides	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01582	G01AE10	G01AE	Sulfonamides	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB01586	A05AA02	A05AA	Bile acid preparations	A05A	Bile therapy	A05	Bile, liver therapy	A	Alimentary tract, metabolism
DB01587	N05BA10	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB01588	N05BA11	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB01589	N05CD10	N05CD	Benzodiazepine derivatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01590	L01XE10	L01XE	Protein kinase inhibitors	L01X	Other antineoplastic agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB01590	L04AA18	L04AA	Selective immunosuppressants	L04A	Immunosuppressants	L04	Immunosuppressants	L	Antineoplastic, immunomodulating agents
DB01591	G04BD08	G04BD	Drugs for urinary frequency, incontinence	G04B	Urologicals	G04	Urologicals	G	Genito urinary system, sex hormones
DB01591	G04CA53	G04CA	Alpha-adrenoreceptor antagonists	G04C	Drugs used in benign prostatic hypertrophy	G04	Urologicals	G	Genito urinary system, sex hormones
DB01592	B03AE01	B03AE	Iron in other combinations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	B03AE02	B03AE	Iron in other combinations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	B03AD02	B03AD	Iron in combination with folic acid	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	B03AA10	B03AA	Iron bivalent, oral preparations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	B03AA01	B03AA	Iron bivalent, oral preparations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	B03AE03	B03AE	Iron in other combinations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	A11AA01	A11AA	Multivitamins with minerals	A11A	Multivitamins, combinations	A11	Vitamins	A	Alimentary tract, metabolism
DB01592	B03AA02	B03AA	Iron bivalent, oral preparations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	B03AE04	B03AE	Iron in other combinations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	B03AA03	B03AA	Iron bivalent, oral preparations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01592	B03AA06	B03AA	Iron bivalent, oral preparations	B03A	Iron preparations	B03	Antianemic preparations	B	Blood, blood forming organs
DB01593	A16AX05	A16AX	Various alimentary tract, metabolism products	A16A	Other alimentary tract, metabolism products	A16	Other alimentary tract, metabolism products	A	Alimentary tract, metabolism
DB01593	B05XA12	B05XA	Electrolyte solutions	B05X	I.v. solution additives	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB01594	N05CD13	N05CD	Benzodiazepine derivatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01595	N05CD02	N05CD	Benzodiazepine derivatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB01598	J01DH51	J01DH	Carbapenems	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01599	C10AX02	C10AX	Other lipid modifying agents	C10A	Lipid modifying agents, plain	C10	Lipid modifying agents	C	Cardiovascular system
