drug_1	drug_2
DB01129	DB00412
DB00924	DB00822
DB00338	DB00641
DB00475	DB00331
DB00996	DB00594
DB00316	DB00300
DB00973	DB01033
DB00335	DB00842
DB00328	DB00656
DB00399	DB00947
DB00331	DB00423
DB00695	DB00338
DB01233	DB00476
DB00316	DB00897
DB01132	DB01033
DB00555	DB00264
DB00641	DB00724
DB01009	DB00656
DB13919	DB00712
DB13919	DB00499
DB00945	DB00289
DB13919	DB00690
DB00695	DB00455
DB00379	DB00761
DB00482	DB00861
DB01069	DB00967
DB01114	DB00448
DB00472	DB01162
DB00316	DB01173
DB01050	DB01595
DB00455	DB09389
DB00270	DB00433
DB00458	DB00422
DB01611	DB01006
DB00458	DB01115
DB00972	DB00884
DB00472	DB00571
DB01023	DB00186
DB00695	DB01006
DB00727	DB00300
DB00404	DB00683
DB00991	DB01069
DB00555	DB00423
DB00448	DB00962
DB00945	DB00999
DB00448	DB00549
DB00215	DB00530
DB00215	DB00656
DB00749	DB00967
DB00395	DB00641
DB01067	DB00533
DB00761	DB00619
DB01136	DB01267
DB00281	DB01041
DB00404	DB00376
DB00280	DB00863
DB00697	DB00376
DB00404	DB00641
DB00661	DB00996
DB00661	DB00695
DB00484	DB00950
DB00484	DB00813
DB00213	DB00440
DB00213	DB00376
DB00993	DB00884
DB00215	DB00594
DB00887	DB00540
DB01001	DB00213
DB01001	DB00282
DB01589	DB00231
DB00313	DB00850
DB01068	DB01050
DB00927	DB00690
DB01068	DB00780
DB01068	DB00281
DB00328	DB00214
DB00818	DB00641
DB00476	DB00530
DB00381	DB00246
DB00440	DB00641
DB00991	DB01224
DB00951	DB00213
DB00401	DB00433
DB00339	DB00215
DB00544	DB00695
DB01006	DB00938
DB00661	DB00533
DB00661	DB00268
DB00339	DB00533
DB01165	DB00909
DB00806	DB00481
DB00277	DB00996
DB00806	DB00863
DB00455	DB01233
DB01156	DB00277
DB01068	DB00752
DB01068	DB00656
DB00423	DB00967
DB00277	DB01069
DB00745	DB00904
DB00745	DB00338
DB00630	DB01215
DB00598	DB00727
DB01009	DB00216
DB01009	DB00412
DB00186	DB00678
DB00186	DB00408
DB00370	DB00820
DB00794	DB00425
DB01215	DB01050
DB00264	DB01088
DB00737	DB01062
DB00794	DB01198
DB00196	DB00621
DB00924	DB00454
DB00924	DB01043
DB00924	DB00182
DB00761	DB00841
DB01032	DB01069
DB01591	DB00905
DB00678	DB00476
DB00813	DB00641
DB01069	DB00656
DB00861	DB00425
DB00557	DB00669
DB00381	DB01069
DB00370	DB00580
DB01156	DB01105
DB01217	DB01068
DB01217	DB00575
DB00252	DB00440
DB00338	DB00938
DB01129	DB00376
DB00404	DB00204
DB00924	DB00533
DB00211	DB00863
DB00924	DB00268
DB00264	DB00818
DB00564	DB00540
DB00564	DB09389
DB00545	DB01129
DB00842	DB00399
DB00537	DB00399
DB00945	DB01129
DB01029	DB01129
DB00927	DB00524
DB01001	DB01267
DB00590	DB00808
DB00540	DB01069
DB00277	DB01165
DB00593	DB00776
DB01001	DB01033
DB00951	DB01059
DB00557	DB01165
DB00749	DB00524
DB00749	DB00264
DB00924	DB00761
DB00678	DB00480
DB01224	DB00480
DB00412	DB00580
DB00401	DB00571
DB00222	DB00806
DB00433	DB00990
DB00829	DB00903
DB00213	DB01220
DB00244	DB01224
DB00264	DB00976
DB00952	DB00268
DB00630	DB00843
DB00564	DB00313
DB00331	DB00820
DB00213	DB00210
DB00461	DB00973
DB00395	DB01162
DB00960	DB00231
DB00983	DB00412
DB01165	DB01062
DB00244	DB00412
DB00983	DB00727
DB01001	DB01194
DB00338	DB01320
DB00215	DB01215
DB00482	DB01059
DB00215	DB00246
DB01033	DB01254
DB00215	DB00710
DB00455	DB00818
DB01128	DB00433
DB00455	DB00571
DB00537	DB00544
DB00780	DB00476
DB00537	DB00472
DB00448	DB00710
DB00370	DB01149
DB00425	DB00967
DB01039	DB00594
DB01039	DB01233
DB00737	DB00264
DB00737	DB00524
DB00737	DB00916
DB00472	DB00540
DB00454	DB01204
DB01241	DB00966
DB00540	DB01162
DB00395	DB01097
DB00316	DB00918
DB01023	DB00458
DB00513	DB00537
DB00695	DB01268
DB00996	DB00669
DB00331	DB00476
DB00404	DB01097
DB00904	DB00697
DB00575	DB00480
DB00341	DB00904
DB00341	DB00338
DB00328	DB00454
DB00737	DB01132
DB00996	DB00461
DB00598	DB00448
DB00983	DB00761
DB00669	DB00287
DB00829	DB00399
DB00196	DB00422
DB00331	DB00905
DB01039	DB00246
DB01039	DB00710
DB00381	DB00924
DB00630	DB00338
DB00630	DB00904
DB01077	DB01115
DB01006	DB00571
DB00310	DB01132
DB00904	DB00621
DB00533	DB00799
DB00880	DB00973
DB00969	DB00761
DB01077	DB00422
DB00484	DB01062
DB00328	DB00533
DB00328	DB00268
DB00482	DB00843
DB00482	DB00590
DB00598	DB01132
DB00321	DB00999
DB00784	DB00842
DB01023	DB00598
DB00950	DB00884
DB01068	DB01009
DB01242	DB00734
DB01068	DB01026
DB01193	DB00996
DB01193	DB00695
DB00448	DB00282
DB01611	DB00580
DB00531	DB00710
DB01062	DB00621
DB01611	DB00268
DB01043	DB01591
DB01611	DB00533
DB00433	DB00317
DB00920	DB00727
DB00484	DB00215
DB00950	DB00300
DB00501	DB00196
DB00806	DB00399
DB00277	DB00215
DB00950	DB00910
DB00282	DB01101
DB00328	DB00761
DB00996	DB01067
DB00853	DB00641
DB00540	DB00571
DB00818	DB01320
DB00945	DB00656
DB00975	DB00973
DB00455	DB00412
DB00455	DB00216
DB00252	DB01224
DB00842	DB00794
DB00215	DB00808
DB00661	DB00951
DB13919	DB00619
DB00819	DB00313
DB01001	DB00962
DB01068	DB00621
DB01001	DB00549
DB01156	DB00530
DB00244	DB01165
DB00734	DB00669
DB00448	DB00853
DB00598	DB00966
DB00501	DB01224
DB00215	DB00300
DB00661	DB01041
DB00927	DB00540
DB00555	DB01268
DB00196	DB01595
DB01006	DB01233
DB00749	DB00191
DB01068	DB00910
DB00277	DB00813
DB00761	DB00317
DB01009	DB00461
DB01068	DB01165
DB01165	DB01194
DB00264	DB00440
DB01029	DB00370
DB00297	DB01233
DB00575	DB00669
DB01173	DB00580
DB01068	DB01043
DB00537	DB01254
DB01068	DB00454
DB00313	DB00808
DB00991	DB00412
DB00656	DB00776
DB00806	DB00697
DB00422	DB00399
DB01215	DB01589
DB01156	DB00477
DB01188	DB00727
DB01001	DB01204
DB00455	DB00910
DB00813	DB01591
DB00843	DB01097
DB01001	DB00746
DB00641	DB01012
DB00250	DB01165
DB01193	DB00313
DB01156	DB00287
DB01050	DB00191
DB01136	DB00897
DB01156	DB00231
DB01156	DB00853
DB01132	DB09026
DB00186	DB00533
DB00975	DB00425
DB00313	DB00433
DB00727	DB01238
DB01156	DB01129
DB00924	DB00976
DB00630	DB00533
DB00472	DB01006
DB00630	DB00268
DB00571	DB00287
DB00404	DB00808
DB00316	DB00598
DB00472	DB01009
DB01193	DB00967
DB01043	DB01233
DB00761	DB00399
DB00335	DB01611
DB00313	DB01062
DB00524	DB00243
DB00630	DB01101
DB00619	DB00214
DB00571	DB01591
DB00884	DB00776
DB00404	DB00806
DB01115	DB00208
DB00804	DB00231
DB00250	DB00761
DB00250	DB01117
DB00749	DB01009
DB00749	DB01026
DB00537	DB00423
DB01181	DB00264
DB00945	DB00287
DB00316	DB00575
DB00316	DB01068
DB00316	DB01242
DB00195	DB00213
DB00761	DB01224
DB00461	DB00710
DB00461	DB00246
DB01026	DB00231
DB01026	DB01129
DB00915	DB00222
DB00331	DB00594
DB00195	DB00641
DB01039	DB01149
DB01050	DB00214
DB00252	DB01097
DB00475	DB00571
DB00282	DB00476
DB00945	DB01182
DB00215	DB01101
DB13919	DB00727
DB00920	DB00938
DB00590	DB00669
DB00338	DB00841
DB00316	DB01069
DB01101	DB00580
DB00482	DB00489
DB01149	DB01069
DB01001	DB00502
DB00737	DB01069
DB01233	DB01194
DB01233	DB00433
DB00186	DB00904
DB00186	DB00338
DB00996	DB00489
DB00544	DB00331
DB00695	DB00208
DB00281	DB00734
DB00316	DB00927
DB00960	DB00761
DB00215	DB00780
DB00281	DB01043
DB00454	DB00214
DB00461	DB00656
DB00281	DB00454
DB00476	DB00976
DB00813	DB01267
DB01029	DB00966
DB01009	DB00916
DB00945	DB00195
DB00513	DB00695
DB01136	DB00904
DB00395	DB01165
DB00996	DB00842
DB00281	DB00808
DB01193	DB00472
DB00213	DB01035
DB01149	DB00938
DB01043	DB00461
DB00425	DB00973
DB00186	DB00734
DB00186	DB00953
DB00404	DB01165
DB00630	DB00818
DB00843	DB00737
DB00630	DB00999
DB00316	DB01143
DB13919	DB00448
DB01128	DB00213
DB00281	DB01088
DB00533	DB00317
DB00986	DB01233
DB00433	DB01238
DB01097	DB00794
DB01115	DB00550
DB00181	DB01069
DB00316	DB06700
DB00215	DB01224
DB00524	DB01088
DB00484	DB00809
DB01062	DB00476
DB00501	DB00215
DB00338	DB01194
DB00213	DB01182
DB00186	DB00737
DB00335	DB01162
DB00182	DB01149
DB01068	DB00884
DB00972	DB00231
DB00252	DB00798
DB00252	DB01241
DB01050	DB00524
DB01050	DB00264
DB00341	DB00924
DB01136	DB00549
DB01136	DB00962
DB00945	DB01165
DB00502	DB00433
DB00808	DB01268
DB00222	DB00398
DB01242	DB00897
DB00186	DB00323
DB00945	DB01043
DB01016	DB01020
DB00395	DB00370
DB00945	DB00454
DB01067	DB00398
DB00612	DB00564
DB00404	DB00350
DB00404	DB00370
DB00335	DB00501
DB00196	DB00440
DB00425	DB01238
DB01242	DB00370
DB00798	DB00186
DB01136	DB00909
DB00557	DB00555
DB00887	DB00395
DB00804	DB00973
DB13919	DB00966
DB00537	DB01101
DB00285	DB00246
DB00277	DB01097
DB00277	DB00734
DB00350	DB01132
DB00745	DB00425
DB00745	DB00909
DB00843	DB01129
DB00476	DB00973
DB01009	DB00745
DB00880	DB00924
DB00277	DB00196
DB00843	DB00545
DB00843	DB01589
DB00843	DB01020
DB01026	DB00455
DB00749	DB00328
DB00619	DB01033
DB00331	DB00761
DB01233	DB00440
DB01156	DB00571
DB01156	DB00818
DB01233	DB00376
DB01132	DB00656
DB00448	DB00818
DB00975	DB00455
DB00975	DB00186
DB00727	DB00540
DB00231	DB00440
DB01136	DB00990
DB00916	DB00399
DB00404	DB00412
DB00461	DB00433
DB00331	DB00425
DB00924	DB01233
DB00575	DB00976
DB01156	DB00745
DB00916	DB01117
DB00641	DB00530
DB00477	DB01165
DB00481	DB00231
DB00813	DB06700
DB01156	DB00966
DB00564	DB00244
DB00395	DB00482
DB00458	DB00300
DB00381	DB00398
DB00630	DB00210
DB01181	DB00448
DB00381	DB00195
DB00916	DB01173
DB00404	DB00482
DB00545	DB00425
DB00455	DB00231
DB00545	DB01198
DB00475	DB00540
DB01156	DB01033
DB00338	DB00659
DB00454	DB00745
DB01029	DB00425
DB01029	DB00909
DB01029	DB01198
DB01115	DB00656
DB00186	DB00621
DB00695	DB00727
DB00996	DB01043
DB00461	DB01020
DB00924	DB00842
DB00395	DB00776
DB00423	DB00412
DB00423	DB01132
DB00404	DB00776
DB01217	DB01023
DB01217	DB01039
DB00215	DB00884
DB00454	DB00818
DB00277	DB01020
DB01115	DB00973
DB01110	DB00231
DB00829	DB00393
DB00829	DB00401
DB00264	DB01268
DB00630	DB00317
DB00331	DB00282
DB00341	DB01238
DB01165	DB00897
DB00590	DB00461
DB01001	DB00726
DB00215	DB00683
DB00215	DB00211
DB00945	DB01204
DB00335	DB00904
DB00335	DB00338
DB00761	DB01105
DB01173	DB00282
DB00661	DB00280
DB01001	DB01110
DB00863	DB01223
DB00927	DB00480
DB00537	DB00983
DB01114	DB00544
DB01173	DB00213
DB00950	DB00559
DB00482	DB00669
DB00829	DB00659
DB13919	DB00401
DB00641	DB01194
DB00749	DB01238
DB01223	DB01020
DB01611	DB00820
DB00341	DB00697
DB00745	DB00580
DB00262	DB00264
DB00262	DB00916
DB00945	DB00776
DB01001	DB00927
DB00661	DB00571
DB00341	DB00909
DB00341	DB01198
DB00661	DB00818
DB01043	DB00489
DB00482	DB01032
DB01068	DB00399
DB00482	DB00433
DB01136	DB00999
DB01029	DB00231
DB01129	DB00691
DB00924	DB00918
DB01136	DB00571
DB01136	DB00818
DB01241	DB00433
DB00598	DB00338
DB00598	DB00904
DB01001	DB01188
DB00630	DB00501
DB00458	DB00289
DB00433	DB00533
DB00975	DB00950
DB00678	DB01204
DB00454	DB00231
DB01275	DB00264
DB00975	DB00813
DB00843	DB00264
DB00843	DB00916
DB00843	DB00379
DB00813	DB01241
DB00502	DB01224
DB01009	DB00734
DB00328	DB01233
DB00555	DB01115
DB00277	DB13919
DB00661	DB01043
DB00513	DB00999
DB00661	DB00454
DB00338	DB00904
DB00186	DB00897
DB00822	DB00502
DB00214	DB00476
DB00950	DB00991
DB00252	DB01217
DB00501	DB01067
DB00501	DB00222
DB00213	DB00761
DB01149	DB00734
DB00181	DB00967
DB00993	DB00250
DB00986	DB00916
DB00338	DB00549
DB00252	DB00999
DB00481	DB00697
DB00186	DB00350
DB00186	DB00370
DB01156	DB00619
DB00335	DB00454
DB00813	DB00619
DB00843	DB01039
DB00745	DB00412
DB00448	DB00476
DB01242	DB01595
DB00571	DB00317
DB00813	DB00472
DB00285	DB01591
DB01132	DB00794
DB00590	DB00641
DB00196	DB01204
DB00555	DB00656
DB00524	DB00399
DB00993	DB00951
DB00843	DB00950
DB00458	DB00448
DB01009	DB00300
DB00813	DB00557
DB00213	DB01012
DB00313	DB09389
DB00313	DB00540
DB00813	DB01005
DB00316	DB00211
DB00557	DB01595
DB00927	DB00489
DB00945	DB00412
DB00335	DB13919
DB00975	DB01162
DB01188	DB00433
DB00938	DB00697
DB01181	DB04572
DB01005	DB01041
DB00297	DB00533
DB00222	DB01067
DB00557	DB00897
DB01020	DB00641
DB00335	DB01224
DB00564	DB00594
DB00884	DB00480
DB00433	DB01268
DB01143	DB00641
DB01041	DB00776
DB00448	DB00960
DB00448	DB01132
DB00999	DB00726
DB01132	DB00710
DB00993	DB00455
DB01132	DB00246
DB00695	DB00580
DB00381	DB00976
DB00310	DB00285
DB00564	DB00808
DB01611	DB01132
DB00887	DB00222
DB00549	DB00976
DB00887	DB01067
DB00927	DB00289
DB01029	DB00904
DB01029	DB00338
DB00993	DB01069
DB00381	DB00499
DB00381	DB00712
DB02530	DB00993
DB00381	DB00690
DB01193	DB01233
DB00819	DB01068
DB00950	DB00540
DB00950	DB09389
DB00262	DB00570
DB00945	DB00186
DB00945	DB00455
DB00819	DB00798
DB00264	DB00398
DB00264	DB00916
DB00829	DB00678
DB01217	DB01233
DB00341	DB00804
DB00863	DB00214
DB00884	DB01033
DB01067	DB00598
DB00537	DB00285
DB01223	DB00966
DB00915	DB00313
DB00533	DB00966
DB00916	DB00953
DB01069	DB00734
DB01069	DB00953
DB00531	DB00967
DB00285	DB01268
DB01043	DB00533
DB01043	DB00268
DB00264	DB00794
DB01233	DB00412
DB00335	DB00661
DB01029	DB01006
DB00339	DB00448
DB00475	DB00313
DB00904	DB01162
DB00381	DB00376
DB00381	DB00440
DB01068	DB00575
DB00524	DB00481
DB00231	DB01101
DB00575	DB00250
DB01016	DB00213
DB01016	DB00282
DB00999	DB00761
DB01050	DB00818
DB00264	DB00530
DB00395	DB00196
DB00623	DB00331
DB01136	DB00317
DB01077	DB00461
DB00945	DB00280
DB00404	DB00196
DB00422	DB00884
DB01005	DB00214
DB00630	DB00727
DB00884	DB00549
DB00544	DB01041
DB01023	DB00481
DB00335	DB00590
DB00695	DB01009
DB00316	DB00401
DB00316	DB00393
DB00196	DB00559
DB00281	DB01009
DB00281	DB00920
DB00799	DB00210
DB00448	DB01165
DB00181	DB00502
DB00564	DB00289
DB00861	DB00656
DB00454	DB00776
DB01069	DB00489
DB01165	DB00412
DB00967	DB00976
DB01165	DB00216
DB00455	DB01162
DB00761	DB00231
DB00794	DB00533
DB00794	DB00268
DB00196	DB01043
DB00196	DB00454
DB00215	DB00270
DB00335	DB00737
DB01233	DB00897
DB00630	DB00448
DB01149	DB01062
DB00231	DB01088
DB00829	DB00843
DB00863	DB00398
DB01156	DB01009
DB01156	DB01026
DB00482	DB01067
DB00482	DB00222
DB00395	DB01068
DB13919	DB01016
DB00575	DB00990
DB01068	DB01595
DB00690	DB00502
DB01041	DB00476
DB00381	DB01101
DB00448	DB00530
DB01233	DB00370
DB01233	DB00350
DB01001	DB00952
DB00243	DB00476
DB01001	DB01149
DB00404	DB01242
DB00404	DB01068
DB00404	DB00575
DB00252	DB00761
DB00313	DB00264
DB00313	DB00524
DB00555	DB00734
DB00916	DB00282
DB01105	DB00412
DB00953	DB00918
DB00557	DB00991
DB13919	DB01041
DB00422	DB00659
DB00749	DB01129
DB01128	DB00863
DB01059	DB01020
DB00950	DB00557
DB00950	DB01611
DB00264	DB00533
DB00331	DB00897
DB00455	DB00776
DB00335	DB00533
DB00656	DB00580
DB00975	DB00524
DB00975	DB00264
DB00630	DB01077
DB00669	DB00580
DB00630	DB00749
DB00191	DB00905
DB00540	DB00289
DB00761	DB01117
DB00571	DB00973
DB00999	DB00489
DB01067	DB00399
DB00999	DB01254
DB00904	DB00480
DB01193	DB00476
DB00630	DB00966
DB01050	DB01149
DB00270	DB00338
DB00395	DB00737
DB01156	DB00829
DB01009	DB00580
DB00215	DB01291
DB01136	DB01224
DB00321	DB01165
DB00950	DB00990
DB00557	DB00776
DB01136	DB00476
DB00264	DB01132
DB00555	DB01165
DB00252	DB00331
DB00433	DB01012
DB00313	DB01589
DB00335	DB00422
DB00727	DB01012
DB01068	DB00808
DB00211	DB01165
DB00555	DB01043
DB00555	DB00454
DB00484	DB01029
DB00475	DB00927
DB01050	DB01041
DB00884	DB00967
DB00575	DB01132
DB00575	DB00960
DB00996	DB01020
DB01001	DB01591
DB01115	DB00967
DB00341	DB00580
DB00972	DB00761
DB00537	DB01110
DB00564	DB00501
DB00726	DB00476
DB01129	DB00580
DB01069	DB01198
DB01217	DB01016
DB01029	DB00973
DB00924	DB01006
DB00455	DB00350
DB00829	DB01039
DB00564	DB01162
DB00915	DB00338
DB00338	DB01591
DB00297	DB01115
DB00804	DB00983
DB00281	DB00448
DB01115	DB01238
DB00887	DB00482
DB00829	DB01016
DB00619	DB01041
DB00656	DB00909
DB01215	DB00285
DB00761	DB01182
DB00264	DB09026
DB00863	DB00268
DB00863	DB00533
DB00287	DB00905
DB00697	DB01198
DB00310	DB01129
DB00335	DB00641
DB00540	DB01165
DB00455	DB01132
DB01050	DB01268
DB00537	DB00461
DB00737	DB00745
DB00683	DB00641
DB00181	DB00813
DB01156	DB01088
DB01039	DB00863
DB00222	DB01129
DB00749	DB01023
DB00564	DB00776
DB01233	DB01149
DB00215	DB00559
DB00341	DB01233
DB00951	DB01020
DB00181	DB01165
DB00264	DB00990
DB00996	DB00244
DB00887	DB00480
DB00813	DB00550
DB00455	DB00916
DB00455	DB00524
DB00455	DB00264
DB00927	DB00300
DB01032	DB01129
DB01043	DB00656
DB00737	DB00794
DB00370	DB00761
DB00395	DB00501
DB00425	DB00763
DB01165	DB00433
DB01165	DB01032
DB01050	DB00641
DB01001	DB06700
DB00630	DB01009
DB00482	DB00555
DB00425	DB01033
DB00669	DB00973
DB00341	DB00749
DB00404	DB00501
DB00695	DB00281
DB00186	DB00850
DB00281	DB00268
DB00281	DB00533
DB00423	DB00734
DB00482	DB06700
DB00695	DB00264
DB00695	DB00524
DB00335	DB00697
DB01077	DB00842
DB01224	DB00489
DB00612	DB01016
DB01204	DB00697
DB00630	DB00401
DB01241	DB00555
DB00484	DB00524
DB00484	DB00264
DB01128	DB00927
DB00341	DB00818
DB00341	DB00571
DB00231	DB00210
DB00321	DB00745
DB00252	DB00564
DB00316	DB00727
DB00555	DB00289
DB01068	DB00641
DB00904	DB00282
DB00904	DB00213
DB00557	DB00300
DB00381	DB00619
DB00458	DB00425
DB00395	DB00697
DB00381	DB00776
DB00381	DB00580
DB00285	DB01194
DB13919	DB00231
DB01001	DB00412
DB00945	DB00216
DB00761	DB00289
DB01001	DB00216
DB01001	DB00998
DB00404	DB00697
DB01193	DB01136
DB01041	DB00641
DB00395	DB00938
DB00983	DB01233
DB00341	DB00317
DB01233	DB00841
DB00727	DB00489
DB00404	DB00938
DB00455	DB00938
DB00381	DB00863
DB00316	DB00530
DB00590	DB01591
DB00339	DB00590
DB01136	DB00749
DB00472	DB00222
DB00433	DB00621
DB00727	DB00216
DB01097	DB01059
DB00540	DB00231
DB00749	DB00540
DB00745	DB01162
DB00575	DB00489
DB00557	DB00461
DB00370	DB00268
DB00370	DB00533
DB01029	DB00401
DB01050	DB00204
DB00575	DB00678
DB00356	DB00338
DB00208	DB00973
DB00454	DB01224
DB00966	DB00973
DB01062	DB01069
DB00993	DB00533
DB01069	DB00710
DB00502	DB00641
DB00863	DB00376
DB00533	DB00884
DB00575	DB00991
DB00575	DB00842
DB00598	DB00350
DB00598	DB00370
DB01156	DB00395
DB09389	DB00559
DB00794	DB00399
DB00575	DB00950
DB00630	DB01223
DB00575	DB00813
DB01129	DB00619
DB00280	DB00927
DB00695	DB00691
DB01050	DB01062
DB01039	DB00813
DB01039	DB00950
DB00897	DB00973
DB00564	DB00399
DB01129	DB00300
DB00321	DB00231
DB00331	DB01595
DB00950	DB01012
DB00950	DB00820
DB00749	DB01132
DB00501	DB00951
DB00425	DB00476
DB00938	DB00231
DB00938	DB00853
DB00281	DB01035
DB00533	DB00967
DB00842	DB00489
DB00531	DB00472
DB00780	DB00726
DB01173	DB00669
DB01016	DB00502
DB00863	DB00776
DB00749	DB01006
DB00806	DB00966
DB00927	DB01062
DB00623	DB00370
DB00983	DB00976
DB01173	DB00285
DB00476	DB01033
DB01041	DB00697
DB00182	DB00186
DB01215	DB00461
DB06700	DB01220
DB00829	DB01268
DB00338	DB00960
DB00737	DB01165
DB01005	DB00916
DB01005	DB00264
DB00455	DB00737
DB00962	DB01020
DB00843	DB01115
DB00993	DB00745
DB00813	DB00480
DB00489	DB01041
DB00316	DB00371
DB00564	DB00829
DB01001	DB00423
DB00863	DB00669
DB01217	DB00455
DB00252	DB00678
DB00215	DB01241
DB00215	DB00798
DB00737	DB00669
DB00950	DB00905
DB01039	DB01020
DB00537	DB00986
DB00555	DB00455
DB01067	DB00502
DB01026	DB01162
DB00476	DB00246
DB00575	DB01198
DB00408	DB00231
DB00381	DB00683
DB00381	DB00244
DB00808	DB00555
DB00884	DB00910
DB00455	DB01223
DB00537	DB00842
DB00537	DB00991
DB01067	DB00559
DB00669	DB00656
DB00999	DB00331
DB00850	DB00533
DB01165	DB00953
DB01165	DB00734
DB00863	DB00820
DB00181	DB00264
DB01067	DB00734
DB00727	DB00976
DB00999	DB09389
DB00999	DB00540
DB01217	DB00531
DB00804	DB00472
DB00335	DB00927
DB00540	DB00962
DB00395	DB00222
DB00513	DB00338
DB00321	DB00884
DB00395	DB01067
DB01136	DB00401
DB01129	DB00656
DB00564	DB00910
DB00404	DB00222
DB00678	DB00737
DB00678	DB01059
DB01115	DB00734
DB00909	DB00776
DB00395	DB00425
DB00395	DB01198
DB00395	DB00909
DB00861	DB00996
DB00861	DB00695
DB00381	DB01238
DB01001	DB00953
DB01001	DB00734
DB01001	DB00740
DB00404	DB00425
DB00916	DB00204
DB00404	DB01198
DB00252	DB00214
DB00843	DB00695
DB00448	DB00244
DB00316	DB00953
DB00945	DB00804
DB00316	DB00734
DB00630	DB01016
DB00612	DB01224
DB13919	DB00950
DB00808	DB00737
DB00350	DB00213
DB13919	DB00813
DB00924	DB00289
DB00181	DB01224
DB01611	DB00285
DB00412	DB00287
DB00969	DB00381
DB01136	DB00250
DB01242	DB01165
DB00252	DB00683
DB00475	DB01068
DB00475	DB00575
DB00484	DB00734
DB01068	DB00794
DB00484	DB00455
DB00678	DB01182
DB00484	DB00186
DB00422	DB01117
DB00502	DB01165
DB00545	DB01268
DB00630	DB01041
DB00808	DB00734
DB01006	DB00412
DB00370	DB00776
DB00590	DB00476
DB00737	DB00287
DB00571	DB00399
DB00472	DB00281
DB00916	DB00631
DB00727	DB01041
DB00513	DB01001
DB00472	DB01097
DB00915	DB00734
DB01097	DB00268
DB00950	DB00196
DB00186	DB00433
DB00476	DB00399
DB00863	DB00435
DB00313	DB00962
DB01001	DB13919
DB00313	DB00549
DB01062	DB00376
DB00887	DB00338
DB00887	DB00904
DB00887	DB01029
DB00813	DB01097
DB00222	DB00285
DB00813	DB00734
DB01001	DB01241
DB00813	DB00953
DB00544	DB00281
DB01029	DB00727
DB00370	DB00669
DB00524	DB01194
DB00804	DB00331
DB00381	DB00983
DB00331	DB00763
DB00252	DB00571
DB00252	DB00818
DB00813	DB00282
DB01193	DB00433
DB01291	DB01069
DB00264	DB00938
DB00813	DB00213
DB01188	DB01611
DB00537	DB01223
DB00952	DB00669
DB00381	DB00370
DB00381	DB00350
DB00316	DB00841
DB00537	DB01611
DB01067	DB00328
DB00537	DB01005
DB00448	DB00763
DB00571	DB00691
DB00537	DB00557
DB00214	DB00480
DB01156	DB00484
DB00222	DB01097
DB01156	DB00379
DB01156	DB00916
DB01156	DB00524
DB01156	DB00264
DB00993	DB01129
DB01097	DB00818
DB00222	DB01029
DB00481	DB00884
DB00268	DB00967
DB00186	DB00916
DB01198	DB01020
DB00244	DB00540
DB00244	DB09389
DB01224	DB01238
DB01242	DB00555
DB00533	DB00476
DB01132	DB00641
DB01023	DB00244
DB00395	DB01050
DB00395	DB00281
DB00904	DB01238
DB00950	DB00594
DB00250	DB00313
DB00545	DB00976
DB00813	DB00841
DB00335	DB00804
DB00927	DB00214
DB00404	DB01050
DB00404	DB00780
DB00404	DB00281
DB00472	DB00656
DB00285	DB00990
DB00277	DB00425
DB00472	DB01268
DB00458	DB00710
DB00950	DB01268
DB00612	DB00214
DB01115	DB01062
DB00537	DB00737
DB00215	DB00208
DB00448	DB01595
DB00829	DB00328
DB00285	DB01033
DB00996	DB01291
DB00335	DB00953
DB00458	DB00268
DB00938	DB00549
DB00458	DB00533
DB00376	DB00776
DB00196	DB01320
DB00737	DB00641
DB00945	DB00422
DB00196	DB01268
DB00555	DB00973
DB01050	DB00448
DB00661	DB00829
DB00819	DB00661
DB00422	DB01173
DB00482	DB00472
DB01026	DB00425
DB00335	DB01026
DB00455	DB01589
DB00924	DB00455
DB00661	DB00537
DB00454	DB01033
DB00798	DB01233
DB00999	DB00641
DB01233	DB00916
DB01233	DB00264
DB00656	DB00691
DB00472	DB00338
DB00983	DB00641
DB00557	DB00806
DB00399	DB00905
DB00630	DB00370
DB13919	DB00370
DB00215	DB00450
DB01032	DB00425
DB01032	DB01198
DB01026	DB01069
DB00433	DB00910
DB00904	DB00399
DB00897	DB00398
DB00404	DB00993
DB00404	DB00972
DB00513	DB00863
DB01233	DB01132
DB01233	DB00960
DB00339	DB01041
DB00784	DB01129
DB00850	DB00656
DB00598	DB00393
DB00630	DB00472
DB00630	DB00544
DB00996	DB01016
DB00623	DB01224
DB01136	DB01016
DB00695	DB00545
DB00661	DB01115
DB00950	DB01088
DB00661	DB00422
DB00887	DB01069
DB00808	DB00285
DB00996	DB00423
DB00537	DB00502
DB00850	DB01224
DB01068	DB00370
DB00555	DB00918
DB00904	DB00734
DB00321	DB00776
DB01062	DB00545
DB00433	DB00440
DB00186	DB04572
DB00208	DB00425
DB01114	DB00425
DB00843	DB00423
DB00656	DB00476
DB00950	DB00761
DB00476	DB00763
DB00555	DB01595
DB00484	DB00727
DB00252	DB00540
DB00335	DB00656
DB00920	DB00820
DB01193	DB01029
DB00472	DB00282
DB01050	DB00962
DB01050	DB00549
DB00277	DB00983
DB00472	DB01267
DB01182	DB00533
DB00697	DB00476
DB01217	DB13919
DB00425	DB00820
